investor_id,avg_gap,sip_count,at_risk
INV000570,67.28571428571429,7,True
INV000573,50.833333333333336,6,True
INV000578,66.83333333333333,6,True
INV000581,78.33333333333333,6,True
INV000586,44.5,6,True
INV000589,59.125,8,True
INV000591,64.5,6,True
INV000596,51.75,8,True
INV000599,81.5,6,True
INV000607,66.66666666666667,6,True
INV000612,49.3,10,True
INV000615,55.833333333333336,6,True
INV000624,31.666666666666668,6,False
INV000630,68.66666666666667,6,True
INV000634,52.25,8,True
INV000642,53.5,8,True
INV000646,62.333333333333336,6,True
INV000657,64.71428571428571,7,True
INV000662,66.14285714285714,7,True
INV000665,36.22222222222222,9,True
INV000676,35.3,10,True
INV000678,63.333333333333336,6,True
INV000683,54.5,8,True
INV000690,56.285714285714285,7,True
INV000698,52.25,8,True
INV000701,83.66666666666667,6,True
INV000707,34.375,8,False
INV000709,65.16666666666667,6,True
INV000714,37.0,8,True
INV000718,57.833333333333336,6,True
INV000719,72.83333333333333,6,True
INV000725,67.66666666666667,6,True
INV000734,64.0,7,True
INV000750,26.5,8,False
INV000751,53.0,8,True
INV000754,72.33333333333333,6,True
INV000759,83.0,6,True
INV000761,75.16666666666667,6,True
INV000768,60.0,7,True
INV000774,73.66666666666667,6,True
INV000776,59.42857142857143,7,True
INV000778,59.714285714285715,7,True
INV000786,64.125,8,True
INV000789,55.142857142857146,7,True
INV000793,69.14285714285714,7,True
INV000803,77.16666666666667,6,True
INV000822,55.5,6,True
INV000823,39.666666666666664,6,True
INV000827,58.285714285714285,7,True
INV000833,67.28571428571429,7,True
INV000844,66.16666666666667,6,True
INV000853,49.333333333333336,9,True
INV000854,61.25,8,True
INV000858,44.875,8,True
INV000865,45.75,8,True
INV000873,73.5,6,True
INV000874,62.125,8,True
INV000881,46.111111111111114,9,True
INV000887,65.66666666666667,6,True
INV000888,80.33333333333333,6,True
INV000893,59.5,6,True
INV000929,58.166666666666664,6,True
INV000930,32.42857142857143,7,False
INV000935,30.875,8,False
INV000939,60.57142857142857,7,True
INV000942,53.0,6,True
INV000949,67.5,6,True
INV000971,46.833333333333336,6,True
INV000974,73.5,6,True
INV000977,48.77777777777778,9,True
INV000980,44.42857142857143,7,True
INV000986,60.833333333333336,6,True
INV001001,60.285714285714285,7,True
INV001002,41.666666666666664,6,True
INV001008,64.66666666666667,6,True
INV001019,44.875,8,True
INV001021,68.66666666666667,6,True
INV001023,72.42857142857143,7,True
INV001037,42.0,9,True
INV001041,83.0,6,True
INV001047,66.16666666666667,6,True
INV001048,47.0,7,True
INV001051,54.142857142857146,7,True
INV001053,55.857142857142854,7,True
INV001060,53.375,8,True
INV001061,51.125,8,True
INV001063,43.285714285714285,7,True
INV001064,59.5,8,True
INV001069,41.285714285714285,7,True
INV001092,77.33333333333333,6,True
INV001099,26.142857142857142,7,False
INV001102,55.333333333333336,6,True
INV001116,58.125,8,True
INV001117,61.714285714285715,7,True
INV001130,76.83333333333333,6,True
INV001137,57.0,6,True
INV001142,42.833333333333336,6,True
INV001160,57.57142857142857,7,True
INV001163,67.33333333333333,6,True
INV001178,79.66666666666667,6,True
INV001181,67.42857142857143,7,True
INV001195,53.42857142857143,7,True
INV001202,58.0,7,True
INV001208,51.833333333333336,6,True
INV001210,36.875,8,True
INV001217,60.142857142857146,7,True
INV001219,50.857142857142854,7,True
INV001220,77.16666666666667,6,True
INV001223,70.83333333333333,6,True
INV001234,60.57142857142857,7,True
INV001235,59.0,8,True
INV001238,68.5,6,True
INV001262,44.833333333333336,6,True
INV001274,73.33333333333333,6,True
INV001275,66.66666666666667,6,True
INV001288,45.666666666666664,6,True
INV001295,50.75,8,True
INV001298,71.83333333333333,6,True
INV001299,51.25,8,True
INV001308,54.625,8,True
INV001314,50.44444444444444,9,True
INV001315,51.833333333333336,6,True
INV001318,46.22222222222222,9,True
INV001326,69.42857142857143,7,True
INV001332,80.0,6,True
INV001333,78.66666666666667,6,True
INV001336,65.85714285714286,7,True
INV001348,47.833333333333336,6,True
INV001351,70.5,6,True
INV001359,72.5,6,True
INV001361,50.5,6,True
INV001375,78.5,6,True
INV001376,78.66666666666667,6,True
INV001383,56.142857142857146,7,True
INV001387,57.25,8,True
INV001394,63.57142857142857,7,True
INV001406,47.666666666666664,9,True
INV001415,68.14285714285714,7,True
INV001423,48.57142857142857,7,True
INV001442,57.125,8,True
INV001454,73.0,6,True
INV001455,64.71428571428571,7,True
INV001458,59.833333333333336,6,True
INV001485,55.0,8,True
INV001497,63.0,8,True
INV001504,54.25,8,True
INV001510,66.83333333333333,6,True
INV001514,51.833333333333336,6,True
INV001530,64.66666666666667,6,True
INV001532,56.833333333333336,6,True
INV001536,69.0,6,True
INV001547,72.16666666666667,6,True
INV001550,79.0,6,True
INV001562,44.22222222222222,9,True
INV001564,55.714285714285715,7,True
INV001579,75.0,6,True
INV001580,45.666666666666664,6,True
INV001587,65.0,6,True
INV001597,56.0,6,True
INV001603,54.5,6,True
INV001605,60.57142857142857,7,True
INV001606,67.66666666666667,6,True
INV001616,53.0,8,True
INV001628,51.714285714285715,7,True
INV001629,67.5,6,True
INV001636,48.875,8,True
INV001649,51.666666666666664,9,True
INV001651,78.66666666666667,6,True
INV001654,56.0,6,True
INV001656,59.857142857142854,7,True
INV001672,34.0,8,False
INV001673,49.3,10,True
INV001680,58.875,8,True
INV001683,72.5,6,True
INV001690,81.16666666666667,6,True
INV001694,66.14285714285714,7,True
INV001697,62.5,8,True
INV001711,65.83333333333333,6,True
INV001715,68.28571428571429,7,True
INV001724,69.66666666666667,6,True
INV001728,50.57142857142857,7,True
INV001737,56.833333333333336,6,True
INV001738,47.5,8,True
INV001739,52.5,8,True
INV001744,78.5,6,True
INV001752,69.33333333333333,6,True
INV001753,42.8,10,True
INV001757,55.57142857142857,7,True
INV001759,49.55555555555556,9,True
INV001775,29.142857142857142,7,False
INV001777,57.625,8,True
INV001778,63.57142857142857,7,True
INV001797,79.66666666666667,6,True
INV001800,49.666666666666664,6,True
INV001802,61.666666666666664,6,True
INV001804,55.857142857142854,7,True
INV001806,60.0,7,True
INV001811,54.25,8,True
INV001823,58.142857142857146,7,True
INV001828,44.42857142857143,7,True
INV001837,62.833333333333336,6,True
INV001853,47.42857142857143,7,True
INV001858,55.142857142857146,7,True
INV001865,63.5,6,True
INV001870,76.0,6,True
INV001871,55.0,6,True
INV001886,50.75,8,True
INV001909,62.142857142857146,7,True
INV001920,39.0,6,True
INV001921,68.57142857142857,7,True
INV001923,80.66666666666667,6,True
INV001924,59.166666666666664,6,True
INV001937,60.42857142857143,7,True
INV001938,43.0,8,True
INV001950,60.166666666666664,6,True
INV001951,58.833333333333336,6,True
INV001971,54.714285714285715,7,True
INV001972,42.42857142857143,7,True
INV001986,47.666666666666664,6,True
INV001987,67.0,6,True
INV001990,45.285714285714285,7,True
INV002017,44.666666666666664,6,True
INV002025,55.833333333333336,6,True
INV002033,55.0,6,True
INV002034,69.0,7,True
INV002052,44.166666666666664,6,True
INV002069,47.55555555555556,9,True
INV002070,81.33333333333333,6,True
INV002083,51.666666666666664,9,True
INV002092,33.5,6,False
INV002107,71.14285714285714,7,True
INV002111,62.42857142857143,7,True
INV002121,68.5,6,True
INV002122,40.333333333333336,6,True
INV002134,82.66666666666667,6,True
INV002142,45.5,8,True
INV002143,63.57142857142857,7,True
INV002149,42.285714285714285,7,True
INV002151,60.375,8,True
INV002153,67.83333333333333,6,True
INV002157,58.5,6,True
INV002162,58.375,8,True
INV002171,55.833333333333336,6,True
INV002177,73.0,6,True
INV002178,66.42857142857143,7,True
INV002179,54.142857142857146,7,True
INV002182,70.5,6,True
INV002186,74.83333333333333,6,True
INV002187,67.83333333333333,6,True
INV002195,49.25,8,True
INV002196,62.142857142857146,7,True
INV002198,43.0,8,True
INV002199,50.833333333333336,6,True
INV002202,70.42857142857143,7,True
INV002206,49.0,6,True
INV002208,71.33333333333333,6,True
INV002211,63.833333333333336,6,True
INV002216,61.714285714285715,7,True
INV002219,70.85714285714286,7,True
INV002230,57.57142857142857,7,True
INV002232,69.16666666666667,6,True
INV002236,73.66666666666667,6,True
INV002237,51.666666666666664,6,True
INV002240,77.83333333333333,6,True
INV002241,65.66666666666667,6,True
INV002259,45.333333333333336,6,True
INV002265,63.166666666666664,6,True
INV002277,67.33333333333333,6,True
INV002280,71.66666666666667,6,True
INV002294,48.714285714285715,7,True
INV002295,64.5,6,True
INV002304,42.55555555555556,9,True
INV002315,71.83333333333333,6,True
INV002319,60.0,6,True
INV002329,57.0,6,True
INV002343,57.75,8,True
INV002347,40.5,8,True
INV002357,68.33333333333333,6,True
INV002360,56.125,8,True
INV002367,52.5,6,True
INV002368,61.166666666666664,6,True
INV002370,70.16666666666667,6,True
INV002373,70.14285714285714,7,True
INV002384,39.111111111111114,9,True
INV002389,50.77777777777778,9,True
INV002400,55.375,8,True
INV002401,59.142857142857146,7,True
INV002402,47.166666666666664,6,True
INV002407,47.833333333333336,6,True
INV002409,55.57142857142857,7,True
INV002413,53.0,7,True
INV002415,57.42857142857143,7,True
INV002417,83.33333333333333,6,True
INV002422,50.333333333333336,9,True
INV002437,49.166666666666664,6,True
INV002445,38.142857142857146,7,True
INV002453,63.0,6,True
INV002459,53.714285714285715,7,True
INV002466,80.66666666666667,6,True
INV002467,38.857142857142854,7,True
INV002475,49.666666666666664,9,True
INV002490,70.0,7,True
INV002497,67.28571428571429,7,True
INV002508,51.625,8,True
INV002509,33.666666666666664,9,False
INV002510,64.33333333333333,6,True
INV002527,49.666666666666664,6,True
INV002530,71.42857142857143,7,True
INV002531,76.33333333333333,6,True
INV002543,74.66666666666667,6,True
INV002552,48.22222222222222,9,True
INV002554,49.666666666666664,6,True
INV002555,72.0,6,True
INV002557,67.16666666666667,6,True
INV002568,61.57142857142857,7,True
INV002570,62.0,6,True
INV002572,55.714285714285715,7,True
INV002575,56.125,8,True
INV002590,50.22222222222222,9,True
INV002598,51.375,8,True
INV002602,66.0,7,True
INV002613,65.0,7,True
INV002622,76.66666666666667,6,True
INV002632,65.57142857142857,7,True
INV002640,70.0,6,True
INV002645,45.166666666666664,6,True
INV002654,61.857142857142854,7,True
INV002659,62.333333333333336,6,True
INV002666,53.166666666666664,6,True
INV002671,77.16666666666667,6,True
INV002673,65.0,7,True
INV002675,63.857142857142854,7,True
INV002681,83.66666666666667,6,True
INV002688,37.0,8,True
INV002689,50.0,7,True
INV002693,45.833333333333336,6,True
INV002697,55.333333333333336,6,True
INV002700,79.83333333333333,6,True
INV002704,59.142857142857146,7,True
INV002705,22.571428571428573,7,False
INV002711,65.57142857142857,7,True
INV002712,46.8,10,True
INV002723,37.75,8,True
INV002726,45.57142857142857,7,True
INV002732,70.71428571428571,7,True
INV002733,51.57142857142857,7,True
INV002735,68.16666666666667,6,True
INV002737,58.42857142857143,7,True
INV002744,52.888888888888886,9,True
INV002746,68.0,7,True
INV002751,41.5,6,True
INV002767,55.333333333333336,6,True
INV002769,82.0,6,True
INV002772,74.5,6,True
INV002783,64.0,6,True
INV002786,76.33333333333333,6,True
INV002793,59.333333333333336,6,True
INV002794,56.166666666666664,6,True
INV002800,63.5,6,True
INV002803,64.83333333333333,6,True
INV002804,59.857142857142854,7,True
INV002808,59.666666666666664,6,True
INV002810,32.285714285714285,7,False
INV002813,49.0,6,True
INV002822,53.0,6,True
INV002824,71.83333333333333,6,True
INV002835,82.33333333333333,6,True
INV002838,56.714285714285715,7,True
INV002843,43.142857142857146,7,True
INV002847,52.666666666666664,9,True
INV002850,53.166666666666664,6,True
INV002859,76.5,6,True
INV002879,72.16666666666667,6,True
INV002886,44.333333333333336,6,True
INV002891,72.71428571428571,7,True
INV002893,50.0,8,True
INV002904,49.333333333333336,6,True
INV002909,82.33333333333333,6,True
INV002913,73.66666666666667,6,True
INV002915,49.285714285714285,7,True
INV002921,53.333333333333336,6,True
INV002927,40.285714285714285,7,True
INV002935,48.0,6,True
INV002937,67.16666666666667,6,True
INV002939,60.5,6,True
INV002942,55.5,8,True
INV002945,65.0,7,True
INV002947,64.16666666666667,6,True
INV002950,45.857142857142854,7,True
INV002951,51.833333333333336,6,True
INV002961,84.66666666666667,6,True
INV002974,51.333333333333336,6,True
INV002994,58.166666666666664,6,True
INV003000,67.0,6,True
INV003003,58.25,8,True
INV003005,53.142857142857146,7,True
INV003007,48.25,8,True
INV003009,38.125,8,True
INV003011,64.16666666666667,6,True
INV003015,54.666666666666664,6,True
INV003025,35.285714285714285,7,True
INV003036,57.714285714285715,7,True
INV003037,79.5,6,True
INV003043,73.83333333333333,6,True
INV003044,71.16666666666667,6,True
INV003047,70.14285714285714,7,True
INV003054,78.66666666666667,6,True
INV003060,79.0,6,True
INV003063,57.833333333333336,6,True
INV003070,54.5,8,True
INV003075,57.42857142857143,7,True
INV003078,69.16666666666667,6,True
INV003082,46.42857142857143,7,True
INV003091,50.875,8,True
INV003097,62.714285714285715,7,True
INV003105,65.5,6,True
INV003113,66.85714285714286,7,True
INV003117,66.57142857142857,7,True
INV003134,76.83333333333333,6,True
INV003139,55.166666666666664,6,True
INV003140,57.0,7,True
INV003141,67.5,6,True
INV003144,82.5,6,True
INV003146,59.5,8,True
INV003153,40.666666666666664,6,True
INV003158,55.625,8,True
INV003179,56.25,8,True
INV003187,58.25,8,True
INV003189,55.125,8,True
INV003196,80.33333333333333,6,True
INV003205,67.66666666666667,6,True
INV003211,69.0,6,True
INV003215,60.833333333333336,6,True
INV003221,61.166666666666664,6,True
INV003222,81.5,6,True
INV003223,67.71428571428571,7,True
INV003228,70.16666666666667,6,True
INV003230,67.5,6,True
INV003231,83.0,6,True
INV003236,51.125,8,True
INV003242,61.0,6,True
INV003256,51.0,6,True
INV003271,61.166666666666664,6,True
INV003273,60.142857142857146,7,True
INV003277,53.714285714285715,7,True
INV003279,63.375,8,True
INV003289,64.83333333333333,6,True
INV003301,59.375,8,True
INV003304,44.22222222222222,9,True
INV003308,56.75,8,True
INV003311,48.0,8,True
INV003314,73.5,6,True
INV003317,44.142857142857146,7,True
INV003320,45.285714285714285,7,True
INV003336,72.33333333333333,6,True
INV003338,37.5,8,True
INV003352,68.14285714285714,7,True
INV003360,59.42857142857143,7,True
INV003370,63.333333333333336,6,True
INV003374,56.5,6,True
INV003375,52.714285714285715,7,True
INV003379,75.16666666666667,6,True
INV003393,63.714285714285715,7,True
INV003398,55.42857142857143,7,True
INV003404,50.285714285714285,7,True
INV003405,41.0,7,True
INV003406,59.0,7,True
INV003407,57.42857142857143,7,True
INV003422,84.66666666666667,6,True
INV003424,73.16666666666667,6,True
INV003432,61.333333333333336,6,True
INV003435,73.83333333333333,6,True
INV003448,74.5,6,True
INV003450,47.666666666666664,9,True
INV003455,35.5,6,True
INV003457,60.5,6,True
INV003458,67.85714285714286,7,True
INV003475,56.0,8,True
INV003478,56.625,8,True
INV003479,65.71428571428571,7,True
INV003491,59.125,8,True
INV003495,49.22222222222222,9,True
INV003506,67.0,6,True
INV003509,60.875,8,True
INV003511,65.57142857142857,7,True
INV003524,64.16666666666667,6,True
INV003528,58.625,8,True
INV003534,52.714285714285715,7,True
INV003558,39.166666666666664,6,True
INV003559,48.333333333333336,9,True
INV003562,80.5,6,True
INV003564,71.0,7,True
INV003580,72.16666666666667,6,True
INV003581,51.285714285714285,7,True
INV003582,49.333333333333336,6,True
INV003586,54.285714285714285,7,True
INV003598,68.0,7,True
INV003601,45.25,8,True
INV003611,68.83333333333333,6,True
INV003613,67.42857142857143,7,True
INV003627,59.166666666666664,6,True
INV003630,52.0,6,True
INV003635,47.111111111111114,9,True
INV003641,67.0,7,True
INV003642,53.166666666666664,6,True
INV003650,33.9,10,False
INV003654,60.5,6,True
INV003655,49.77777777777778,9,True
INV003658,70.71428571428571,7,True
INV003669,53.5,6,True
INV003670,70.85714285714286,7,True
INV003673,68.85714285714286,7,True
INV003681,51.0,8,True
INV003693,71.33333333333333,6,True
INV003695,51.666666666666664,6,True
INV003697,76.66666666666667,6,True
INV003702,72.66666666666667,6,True
INV003708,60.5,6,True
INV003713,81.5,6,True
INV003722,50.666666666666664,6,True
INV003724,68.0,6,True
INV003734,59.0,7,True
INV003735,45.857142857142854,7,True
INV003736,77.16666666666667,6,True
INV003740,51.833333333333336,6,True
INV003741,67.66666666666667,6,True
INV003748,56.142857142857146,7,True
INV003757,81.83333333333333,6,True
INV003761,51.857142857142854,7,True
INV003766,65.28571428571429,7,True
INV003767,47.5,8,True
INV003771,50.77777777777778,9,True
INV003772,34.5,8,False
INV003780,57.42857142857143,7,True
INV003781,64.83333333333333,6,True
INV003787,63.25,8,True
INV003793,72.33333333333333,6,True
INV003795,67.66666666666667,6,True
INV003811,78.66666666666667,6,True
INV003812,50.833333333333336,6,True
INV003815,72.5,6,True
INV003824,71.5,6,True
INV003828,30.666666666666668,6,False
INV003829,48.55555555555556,9,True
INV003844,68.5,6,True
INV003847,50.0,7,True
INV003851,57.833333333333336,6,True
INV003862,60.166666666666664,6,True
INV003865,85.16666666666667,6,True
INV003872,45.375,8,True
INV003880,68.57142857142857,7,True
INV003892,55.22222222222222,9,True
INV003903,50.285714285714285,7,True
INV003905,62.5,6,True
INV003906,55.111111111111114,9,True
INV003913,61.42857142857143,7,True
INV003920,66.85714285714286,7,True
INV003938,52.5,6,True
INV003940,70.66666666666667,6,True
INV003943,42.5,8,True
INV003945,56.333333333333336,6,True
INV003946,69.16666666666667,6,True
INV003948,43.666666666666664,6,True
INV003952,54.666666666666664,6,True
INV003962,68.71428571428571,7,True
INV003964,51.22222222222222,9,True
INV003975,50.142857142857146,7,True
INV003978,68.14285714285714,7,True
INV003979,56.0,7,True
INV003981,67.66666666666667,6,True
INV004001,40.285714285714285,7,True
INV004004,40.77777777777778,9,True
INV004005,73.66666666666667,6,True
INV004007,38.833333333333336,6,True
INV004009,62.285714285714285,7,True
INV004014,61.875,8,True
INV004017,40.5,6,True
INV004023,52.0,9,True
INV004038,71.66666666666667,6,True
INV004063,56.57142857142857,7,True
INV004066,75.16666666666667,6,True
INV004070,67.66666666666667,6,True
INV004079,71.33333333333333,6,True
INV004085,68.33333333333333,6,True
INV004116,54.888888888888886,9,True
INV004125,61.625,8,True
INV004135,50.111111111111114,9,True
INV004151,63.142857142857146,7,True
INV004153,60.0,7,True
INV004154,46.72727272727273,11,True
INV004172,63.0,7,True
INV004175,67.85714285714286,7,True
INV004177,45.42857142857143,7,True
INV004191,77.16666666666667,6,True
INV004196,78.33333333333333,6,True
INV004202,47.625,8,True
INV004203,66.57142857142857,7,True
INV004212,69.33333333333333,6,True
INV004216,82.0,6,True
INV004228,72.33333333333333,6,True
INV004239,61.142857142857146,7,True
INV004241,53.666666666666664,9,True
INV004243,55.714285714285715,7,True
INV004246,34.166666666666664,6,False
INV004248,42.666666666666664,6,True
INV004258,49.666666666666664,6,True
INV004266,61.833333333333336,6,True
INV004267,53.333333333333336,6,True
INV004270,69.66666666666667,6,True
INV004279,50.285714285714285,7,True
INV004281,41.714285714285715,7,True
INV004282,52.857142857142854,7,True
INV004285,76.16666666666667,6,True
INV004288,72.83333333333333,6,True
INV004289,45.9,10,True
INV004295,44.75,8,True
INV004297,41.875,8,True
INV004299,64.14285714285714,7,True
INV004306,57.0,6,True
INV004308,84.66666666666667,6,True
INV004319,60.5,8,True
INV004321,42.0,8,True
INV004324,77.66666666666667,6,True
INV004326,40.111111111111114,9,True
INV004332,64.71428571428571,7,True
INV004335,64.42857142857143,7,True
INV004338,48.888888888888886,9,True
INV004349,72.5,6,True
INV004357,72.42857142857143,7,True
INV004358,45.857142857142854,7,True
INV004361,61.57142857142857,7,True
INV004400,46.57142857142857,7,True
INV004401,69.85714285714286,7,True
INV004410,40.9,10,True
INV004412,82.33333333333333,6,True
INV004413,69.0,7,True
INV004414,53.857142857142854,7,True
INV004427,50.8,10,True
INV004447,49.833333333333336,6,True
INV004452,81.0,6,True
INV004459,53.833333333333336,6,True
INV004460,42.5,8,True
INV004464,62.5,6,True
INV004468,76.83333333333333,6,True
INV004472,50.666666666666664,6,True
INV004473,73.33333333333333,6,True
INV004475,67.83333333333333,6,True
INV004477,58.714285714285715,7,True
INV004502,74.5,6,True
INV004504,55.142857142857146,7,True
INV004521,54.5,6,True
INV004528,54.0,6,True
INV004531,60.0,7,True
INV004533,55.0,6,True
INV004542,34.0,6,False
INV004547,67.5,6,True
INV004555,53.142857142857146,7,True
INV004560,48.375,8,True
INV004563,64.83333333333333,6,True
INV004574,54.57142857142857,7,True
INV004579,43.857142857142854,7,True
INV004581,72.14285714285714,7,True
INV004594,59.142857142857146,7,True
INV004602,59.625,8,True
INV004607,56.0,7,True
INV004608,55.0,7,True
INV004611,51.166666666666664,6,True
INV004617,39.25,8,True
INV004621,54.25,8,True
INV004629,64.57142857142857,7,True
INV004630,50.625,8,True
INV004631,64.71428571428571,7,True
INV004633,78.16666666666667,6,True
INV004635,58.666666666666664,6,True
INV004638,54.333333333333336,6,True
INV004640,68.33333333333333,6,True
INV004646,64.5,6,True
INV004647,70.66666666666667,6,True
INV004661,69.71428571428571,7,True
INV004672,72.0,6,True
INV004680,47.166666666666664,6,True
INV004682,42.25,8,True
INV004701,20.0,6,False
INV004712,48.57142857142857,7,True
INV004715,56.833333333333336,6,True
INV004716,74.0,6,True
INV004737,54.55555555555556,9,True
INV004741,72.33333333333333,6,True
INV004755,61.166666666666664,6,True
INV004763,83.5,6,True
INV004770,72.85714285714286,7,True
INV004776,57.375,8,True
INV004780,69.5,6,True
INV004785,66.16666666666667,6,True
INV004787,72.33333333333333,6,True
INV004798,53.666666666666664,6,True
INV004805,44.666666666666664,6,True
INV004807,36.857142857142854,7,True
INV004819,62.0,6,True
INV004825,70.0,6,True
INV004834,38.625,8,True
INV004840,41.0,6,True
INV004843,50.857142857142854,7,True
INV004844,66.66666666666667,6,True
INV004847,73.5,6,True
INV004848,54.125,8,True
INV004863,68.0,6,True
INV004864,43.285714285714285,7,True
INV004865,76.33333333333333,6,True
INV004868,56.0,7,True
INV004871,69.14285714285714,7,True
INV004877,80.5,6,True
INV004889,70.66666666666667,6,True
INV004891,55.857142857142854,7,True
INV004911,63.666666666666664,6,True
INV004916,75.5,6,True
INV004917,51.0,6,True
INV004924,59.75,8,True
INV004925,70.83333333333333,6,True
INV004926,66.28571428571429,7,True
INV004927,34.166666666666664,6,False
INV004953,67.16666666666667,6,True
INV004956,59.142857142857146,7,True
INV004958,73.16666666666667,6,True
INV004973,55.0,8,True
INV004974,52.42857142857143,7,True
INV004978,63.833333333333336,6,True
INV004981,49.142857142857146,7,True
INV004983,57.666666666666664,6,True
INV004984,75.33333333333333,6,True
INV004986,81.33333333333333,6,True
INV004992,81.5,6,True
INV004996,46.333333333333336,9,True
INV004997,71.0,6,True
